Country,Policy,Year,Biomass,Catch,Profits,MSY
Country E,Fmsy,2036,28298481.399886742,1740537.88963746,1091937724.4777234,1845873.3002868423
Country E,Fmsy,2037,28356732.510646448,1741198.7669045923,1096290648.339626,1845873.3002868423
Country E,Fmsy,2038,28412607.62186374,1741938.9878357428,1099968928.0338166,1845873.3002868423
Country E,Fmsy,2039,28475252.542539943,1743109.6888927366,1104292541.6960487,1845873.3002868423
Country E,Fmsy,2040,28523325.165538702,1743788.4194798726,1107027766.854799,1845873.3002868423
Country E,Fmsy,2041,28587386.72594433,1745272.2042349475,1111029658.0630565,1845873.3002868423
Country E,Fmsy,2042,28656655.40388297,1747132.38485012,1115254082.3894496,1845873.3002868423
Country E,Fmsy,2043,28713803.458844773,1748563.5505851917,1118767033.316401,1845873.3002868423
Country E,Fmsy,2044,28764617.697164193,1749765.6096735622,1121676822.3857648,1845873.3002868423
Country E,Fmsy,2045,28816106.147457894,1751069.0780220646,1124617105.3818576,1845873.3002868423
Country E,Fmsy,2046,28868698.866930082,1752486.5736342566,1127591086.3394148,1845873.3002868423
Country E,Fmsy,2047,28919882.6751669,1753909.187363128,1130401438.1751766,1845873.3002868423
Country E,Fmsy,2048,28989097.087589454,1756137.1088101363,1134443065.5024753,1845873.3002868423
Country E,Fmsy,2049,29047880.364881895,1757989.0248506542,1137527507.5283158,1845873.3002868423
Country E,Fmsy,2050,29110175.079116948,1760040.3680467617,1140860755.259799,1845873.3002868423
Country E,Opt,2013,30478491.619087953,3004312.716062441,1565829916.1102836,1845873.3002868423
Country E,Opt,2014,29715895.25208628,1832416.3178570573,1125049970.8215594,1845873.3002868423
Country E,Opt,2015,29884064.767785862,1574654.1520952196,1041964319.5343903,1845873.3002868423
Country E,Opt,2016,30265390.438247044,1456312.124169256,1018814481.6205949,1845873.3002868423
Country E,Opt,2017,30769894.5170732,1403743.5688542896,1029153384.567228,1845873.3002868423
Country E,Opt,2018,31291800.419013467,1382135.3498979257,1052228332.9827677,1845873.3002868423
Country E,Opt,2019,31892672.664674457,1375043.253727477,1085129310.1996458,1845873.3002868423
Country E,Opt,2020,32497409.2683457,1380431.8583913192,1125867460.0520222,1845873.3002868423
Country E,Opt,2021,33070876.865497917,1390205.501777883,1166100378.0263271,1845873.3002868423
Country E,Opt,2022,33650411.86807817,1404902.966672748,1209079351.857196,1845873.3002868423
Country E,Opt,2023,34176056.83928236,1418062.9497733954,1250492530.0399566,1845873.3002868423
Country E,Opt,2024,34656856.06193433,1433781.765370868,1290723552.5886874,1845873.3002868423
Country E,Opt,2025,35178341.957234554,1450353.3913472176,1333589425.6205752,1845873.3002868423
Country E,Opt,2026,35705447.98908064,1469001.8878436661,1378229051.3061812,1845873.3002868423
Country E,Opt,2027,36199378.713167936,1486676.0856979107,1420464391.9556653,1845873.3002868423
Country E,Opt,2028,36658563.96274848,1504052.893265544,1460758352.3072124,1845873.3002868423
Country E,Opt,2029,37094100.545780405,1520771.8511919759,1499798338.8176212,1845873.3002868423
Country E,Opt,2030,37480222.794420004,1536164.7145273446,1535928710.304722,1845873.3002868423
Country E,Opt,2031,37839103.645237476,1550786.995548844,1570341904.9259067,1845873.3002868423
Country E,Opt,2032,38229200.15875448,1566127.3932326317,1605469740.482293,1845873.3002868423
Country E,Opt,2033,38579661.82982552,1580065.8077895532,1637022479.1390727,1845873.3002868423
Country E,Opt,2034,38900805.35505091,1593002.2419261148,1666706318.6944473,1845873.3002868423
Country E,Opt,2035,39181660.00955893,1604736.1733401755,1693543591.2408242,1845873.3002868423
Country E,Opt,2036,39448557.33030709,1615545.9496447518,1717921698.9031572,1845873.3002868423
Country E,Opt,2037,39697873.77313056,1625442.2401477075,1740720607.5774474,1845873.3002868423
Country E,Opt,2038,39908132.50402564,1633937.5174303742,1760474653.321779,1845873.3002868423
Country E,Opt,2039,40092831.37651998,1641377.3194637296,1778081261.409778,1845873.3002868423
Country E,Opt,2040,40277587.88874345,1648626.078522086,1795168564.624563,1845873.3002868423
Country E,Opt,2041,40438306.91010065,1654976.4548718794,1809990297.271187,1845873.3002868423
Country E,Opt,2042,40587703.04195654,1660904.5577229415,1823665002.168917,1845873.3002868423
Country E,Opt,2043,40726148.583539896,1666457.3638710785,1836319377.993174,1845873.3002868423
Country E,Opt,2044,40849195.473633215,1671386.2958355385,1847414794.5170383,1845873.3002868423
Country E,Opt,2045,40935482.3028673,1674987.3862321195,1855008983.5561216,1845873.3002868423
Country E,Opt,2046,41030893.545898706,1678939.5461320442,1863457923.3227234,1845873.3002868423
Country E,Opt,2047,41104574.926324055,1682279.206065112,1870805470.151564,1845873.3002868423
Country E,Opt,2048,41189906.27063354,1685740.1453434345,1878277744.8151667,1845873.3002868423
Country E,Opt,2049,41265645.8817025,1688754.7989142472,1884551251.391341,1845873.3002868423
Country E,Opt,2050,41334739.89340201,1691431.0602649332,1890082965.6502883,1845873.3002868423
Country D,Business As Usual,2013,31090397.968085904,1577488.7590338443,1010585323.0170875,1827819.4659638428
Country D,Business As Usual,2014,31204057.931420814,1645783.4661050732,1438848852.3064685,1827819.4659638428
Country D,Business As Usual,2015,31263687.857253753,1667072.601432263,1328368827.14531,1827819.4659638428
Country D,Business As Usual,2016,31206870.202392276,1672758.2846316257,1182096681.6349163,1827819.4659638428
Country D,Business As Usual,2017,31115966.891445603,1681978.6115650851,1100617517.0857375,1827819.4659638428
Country D,Business As Usual,2018,30996089.10718892,1693128.135621496,1010124168.8156403,1827819.4659638428
Country D,Business As Usual,2019,30775193.030933075,1696505.6426977713,938793085.3555348,1827819.4659638428
Country D,Business As Usual,2020,30458018.53649232,1705508.1059290352,850120657.3590007,1827819.4659638428
Country D,Business As Usual,2021,30055480.495773025,1711789.8666692392,780777405.1565163,1827819.4659638428
Country D,Business As Usual,2022,29630558.359770034,1727143.5735709155,717896737.6366172,1827819.4659638428
Country D,Business As Usual,2023,29112582.071278293,1743713.6304568942,705476897.7749364,1827819.4659638428
Country D,Business As Usual,2024,28374618.881289527,1760558.5056521362,693935251.9162837,1827819.4659638428
Country D,Business As Usual,2025,27663586.279887013,1780758.906366606,715479159.4074392,1827819.4659638428
Country D,Business As Usual,2026,27015956.77055993,1799359.0224136105,730308738.4389459,1827819.4659638428
Country D,Business As Usual,2027,26428918.2680098,1807763.8195076222,758155642.8849703,1827819.4659638428
Country D,Business As Usual,2028,25895339.866749592,1814001.074381024,772304642.46303,1827819.4659638428
Country D,Business As Usual,2029,25457309.770108633,1817761.6813396008,790375868.1830093,1827819.4659638428
Country D,Business As Usual,2030,25084875.395461764,1822304.9175129528,786985771.9698178,1827819.4659638428
Country D,Business As Usual,2031,24759817.281387266,1816764.6859494084,782683066.7680578,1827819.4659638428
Country D,Business As Usual,2032,24475271.657155473,1809736.783656298,756223419.6986358,1827819.4659638428
Country D,Business As Usual,2033,24247182.091387,1792867.628143325,736027873.9373493,1827819.4659638428
Country D,Business As Usual,2034,24075811.046553858,1768552.5361597554,708889530.3624115,1827819.4659638428
Country D,Business As Usual,2035,23947532.719304997,1735186.8118724374,683381590.2144563,1827819.4659638428
Country D,Business As Usual,2036,23843848.70233305,1703222.5347252644,659487490.2518349,1827819.4659638428
Country D,Business As Usual,2037,23766453.852460794,1668985.8320651585,645943470.5014145,1827819.4659638428
Country D,Business As Usual,2038,23723644.887992423,1629997.6558810673,630378025.9932219,1827819.4659638428
Country D,Business As Usual,2039,23716426.10850606,1597011.6423703362,621613180.516692,1827819.4659638428
Country D,Business As Usual,2040,23727741.044539716,1567022.60806916,611676163.0450746,1827819.4659638428
Country D,Business As Usual,2041,23763951.064727478,1535134.8129221192,613160816.0666187,1827819.4659638428
Country D,Business As Usual,2042,23811064.7105,1503761.417466104,617597704.8535378,1827819.4659638428
Country D,Business As Usual,2043,23852612.13171787,1477927.7233668484,629301345.4877125,1827819.4659638428
Country D,Business As Usual,2044,23892491.21887738,1454077.4545065307,635727129.2286518,1827819.4659638428
Country D,Business As Usual,2045,23948439.13011941,1435052.3030241982,649268451.0115958,1827819.4659638428
Country D,Business As Usual,2046,24021490.651527748,1417623.049815861,662194645.3788457,1827819.4659638428
Country D,Business As Usual,2047,24102599.94553098,1401814.5443226253,675721599.5868987,1827819.4659638428
Country D,Business As Usual,2048,24187100.769601855,1390474.4853666252,687160776.1557556,1827819.4659638428
Country D,Business As Usual,2049,24260698.58815904,1381262.084062313,705147153.5512661,1827819.4659638428
Country D,Business As Usual,2050,24371912.117682446,1373120.4267070638,722105606.6560676,1827819.4659638428
Country D,Fmsy,2013,31090397.968085904,2226501.8967753695,1570290662.664235,1827819.4659638428
Country D,Fmsy,2014,30348551.908304483,2161776.216172733,1836953986.2087693,1827819.4659638428
Country D,Fmsy,2015,29729788.39786244,2108844.1155210226,1834980814.0964053,1827819.4659638428
Country D,Fmsy,2016,29231558.215213384,2066439.0944948704,1822312803.8090925,1827819.4659638428
Country D,Fmsy,2017,28813592.464317776,2031250.4821498478,1811446259.675104,1827819.4659638428
Country D,Fmsy,2018,28457533.12770641,2001630.2708504607,1799232767.0182939,1827819.4659638428
Country D,Fmsy,2019,28154673.684908185,1976586.8302350235,1785814185.164661,1827819.4659638428
Country D,Fmsy,2020,27870804.88837846,1953524.5561277843,1768612485.9072402,1827819.4659638428
Country D,Fmsy,2021,27618763.175647024,1933162.1658958837,1748899708.5174499,1827819.4659638428
Country D,Fmsy,2022,27403037.749171156,1915705.8943054236,1720393555.9502137,1827819.4659638428
Country D,Fmsy,2023,27220590.23355072,1900784.7384625992,1677443150.4937747,1827819.4659638428
Country D,Fmsy,2024,27065208.961797148,1888044.1762775774,1646189986.8560598,1827819.4659638428
Country D,Fmsy,2025,26927335.151717298,1876764.8624375511,1636960622.2022247,1827819.4659638428
Country D,Fmsy,2026,26812224.155789733,1867097.6484080434,1623880682.066249,1827819.4659638428
Country D,Fmsy,2027,26712285.490659196,1858634.3672496753,1614618455.2558045,1827819.4659638428
Country D,Fmsy,2028,26627799.479990296,1851322.9901012483,1603942911.1356807,1827819.4659638428
Country D,Fmsy,2029,26555282.723484483,1844965.5311870705,1595452681.7415407,1827819.4659638428
Country D,Fmsy,2030,26492071.89632171,1839353.1545665348,1586041604.1995027,1827819.4659638428
Country D,Fmsy,2031,26438554.17219148,1834523.561990534,1578640280.2217495,1827819.4659638428
Country D,Fmsy,2032,26394499.7327216,1830402.2582402008,1570875756.7423499,1827819.4659638428
Country D,Fmsy,2033,26357796.66343291,1826799.1994864568,1564060577.283862,1827819.4659638428
Country D,Fmsy,2034,26322861.381479193,1823322.1588414963,1556764942.7030509,1827819.4659638428
Country D,Fmsy,2035,26293472.469955694,1820222.4158506892,1550124595.0241864,1827819.4659638428
Country D,Fmsy,2036,26267978.301668506,1817442.3334360984,1543495155.6933455,1827819.4659638428
Country D,Fmsy,2037,26248482.865796335,1815055.6790332345,1537660890.759922,1827819.4659638428
Country D,Fmsy,2038,26232092.643816296,1812928.0272624712,1531900548.7428901,1827819.4659638428
Country D,Fmsy,2039,26218589.526124272,1811036.2687028144,1526480347.77197,1827819.4659638428
Country D,Fmsy,2040,26210140.736578476,1809455.3750954808,1521927285.03931,1827819.4659638428
Country D,Fmsy,2041,26209511.99670154,1808278.428242237,1518046464.004565,1827819.4659638428
Country D,Fmsy,2042,26211394.975415796,1807290.3402660051,1514341156.8842301,1827819.4659638428
Country D,Fmsy,2043,26213043.31252111,1806370.0027430297,1510910537.434898,1827819.4659638428
Country D,Fmsy,2044,26215448.652926207,1805551.2576415043,1507622610.1618242,1827819.4659638428
Country D,Fmsy,2045,26219814.18423497,1804876.8257346775,1504642845.201658,1827819.4659638428
Country D,Fmsy,2046,26226280.31098667,1804346.667157719,1501896521.5653014,1827819.4659638428
Country D,Fmsy,2047,26234177.210017856,1803928.460355843,1499326932.6512525,1827819.4659638428
Country D,Fmsy,2048,26246063.35005212,1803722.9371843105,1496982898.9067516,1827819.4659638428
Country D,Fmsy,2049,26259325.248218473,1803618.667634236,1495282476.7847939,1827819.4659638428
Country D,Fmsy,2050,26273182.408014446,1803580.0514635753,1493439953.1754105,1827819.4659638428
Country D,Opt,2013,31090397.968085904,3273774.7695426187,3609833686.280486,1827819.4659638428
Country D,Opt,2014,29874229.562996197,2056783.7291699986,2305069250.953132,1827819.4659638428
Country D,Opt,2015,29805469.898949344,1746021.6981674547,1971656541.9710712,1827819.4659638428
Country D,Opt,2016,30003391.95994136,1606099.38903008,1826652749.755997,1827819.4659638428
Country D,Opt,2017,30302234.364760417,1542173.271645893,1768503329.4509096,1827819.4659638428
Country D,Opt,2018,30659127.17134551,1516468.4688018165,1753811489.6453278,1827819.4659638428
Country D,Opt,2019,31040426.497753996,1508588.888881054,1760386617.6722765,1827819.4659638428
Country D,Opt,2020,31398178.576791108,1511902.5051323667,1779651419.6389375,1827819.4659638428
Country D,Opt,2021,31738899.572531927,1520293.4477943026,1804737655.6284583,1827819.4659638428
Country D,Opt,2022,32057009.488397732,1530039.6752610777,1831731813.2512503,1827819.4659638428
Country D,Opt,2023,32341688.341263704,1539867.106586715,1859198991.2084162,1827819.4659638428
Country D,Opt,2024,32617835.005005796,1550246.512267778,1887776360.836134,1827819.4659638428
Country D,Opt,2025,32892013.857587177,1560435.6093303643,1916386122.1596801,1827819.4659638428
Country D,Opt,2026,33161179.887414403,1570601.8546364259,1945632751.202725,1827819.4659638428
Country D,Opt,2027,33408620.698296066,1579958.79477768,1973603819.2005217,1827819.4659638428
Country D,Opt,2028,33641639.751109816,1589095.0813709712,2000956724.6310194,1827819.4659638428
Country D,Opt,2029,33861836.56834347,1597771.18467488,2027244181.12088,1827819.4659638428
Country D,Opt,2030,34059559.97191491,1605780.0285664974,2051964502.666917,1827819.4659638428
Country D,Opt,2031,34242335.3545209,1613311.8152998933,2075297168.5397491,1827819.4659638428
Country D,Opt,2032,34419705.23812607,1620664.6282948775,2097406093.6792881,1827819.4659638428
Country D,Opt,2033,34574239.606687255,1627270.655896792,2117112142.8374474,1827819.4659638428
Country D,Opt,2034,34721405.7368108,1633596.2121925068,2135708674.5928848,1827819.4659638428
Country D,Opt,2035,34847764.38245536,1639147.2423101782,2152334140.442009,1827819.4659638428
Country D,Opt,2036,34974419.347903915,1644486.9152398345,2168092939.6848564,1827819.4659638428
Country D,Opt,2037,35090810.387607135,1649363.9173735112,2182414738.0447474,1827819.4659638428
Country D,Opt,2038,35211956.8460652,1654150.515157381,2196655495.56248,1827819.4659638428
Country D,Opt,2039,35318250.797785945,1658349.5169751872,2209100190.6856403,1827819.4659638428
Country D,Opt,2040,35432902.33898964,1662672.0888930024,2222069218.0930605,1827819.4659638428
Country D,Opt,2041,35537074.22057228,1666548.1108370244,2233529620.9209795,1827819.4659638428
Country D,Opt,2042,35635081.398559585,1670086.7376722267,2243729985.325904,1827819.4659638428
Country D,Opt,2043,35725861.90543387,1673331.0325004067,2253286926.2612357,1827819.4659638428
Country D,Opt,2044,35806202.6992101,1676252.0254139295,2261856880.2507777,1827819.4659638428
Country D,Opt,2045,35869324.707840525,1678534.665015002,2268377589.2095633,1827819.4659638428
Country D,Opt,2046,35931851.4651545,1680735.113703556,2274767969.473012,1827819.4659638428
Country D,Opt,2047,35982543.392729975,1682585.1859918712,2280179146.1611013,1827819.4659638428
Country D,Opt,2048,36030384.531734794,1684267.8241499052,2284887634.9701076,1827819.4659638428
Country D,Opt,2049,36072469.15036987,1685668.3647928776,2288823644.8871098,1827819.4659638428
Country D,Opt,2050,36109809.47690034,1686854.9272037484,2292137332.888964,1827819.4659638428
Country F,Business As Usual,2013,38221016.86043754,1663182.5482259984,1237089804.4371412,3719671.457493907
Country F,Business As Usual,2014,39409839.96439519,1760623.7124395673,1630286238.2813034,3719671.457493907
Country F,Business As Usual,2015,40618193.17568251,1987520.610035743,1837196730.2077177,3719671.457493907
Country F,Business As Usual,2016,41694209.00250683,2103456.8847183157,1858227495.4005976,3719671.457493907
Country F,Business As Usual,2017,42712313.92557507,2151784.6189522883,1813093130.785358,3719671.457493907
Country F,Business As Usual,2018,43766602.875613086,2240257.262812282,1766432063.1247115,3719671.457493907
Country F,Business As Usual,2019,44768091.00706333,2361603.9675271055,1769404294.956843,3719671.457493907
Country F,Business As Usual,2020,45699463.44099139,2487023.0226952517,1768473427.2594597,3719671.457493907
Country F,Business As Usual,2021,46536138.08340669,2549707.1058067405,1773083487.6818366,3719671.457493907
Country F,Business As Usual,2022,47329185.14716094,2575837.2193408036,1744690325.5850039,3719671.457493907
Country F,Business As Usual,2023,48125532.242694214,2594473.5715835267,1730458342.7656775,3719671.457493907
Country F,Business As Usual,2024,48929980.60467785,2610676.10784497,1712690167.1463847,3719671.457493907
Country F,Business As Usual,2025,49742980.32089787,2631405.978181064,1725088711.552559,3719671.457493907
Country F,Business As Usual,2026,50544695.847860344,2670179.510592986,1747906086.3757684,3719671.457493907
Country F,Business As Usual,2027,51319871.270651855,2715932.974856015,1801011166.147921,3719671.457493907
Country F,Business As Usual,2028,52070731.35106894,2784148.0578928054,1868374740.7893214,3719671.457493907
Country F,Business As Usual,2029,52746189.642696574,2879688.679097624,1986478883.2972643,3719671.457493907
Country F,Business As Usual,2030,53319824.7503704,2978344.2459034505,2100509297.9792721,3719671.457493907
Country F,Business As Usual,2031,53790390.11894999,3057388.6303310296,2197125882.818173,3719671.457493907
Country F,Business As Usual,2032,54181329.77332316,3112368.883549708,2246865758.537357,3719671.457493907
Country F,Business As Usual,2033,54501859.56178067,3148509.390146505,2288142557.376709,3719671.457493907
Country F,Business As Usual,2034,54786360.778497905,3177021.3165809563,2309756131.6194,3719671.457493907
Country F,Business As Usual,2035,55038004.258741096,3200363.1277477276,2334588900.2075586,3719671.457493907
Country F,Business As Usual,2036,55261176.37713545,3222834.9367209077,2347704806.761244,3719671.457493907
Country F,Business As Usual,2037,55457178.8781528,3242109.53681742,2367946314.8251286,3719671.457493907
Country F,Business As Usual,2038,55635246.435863264,3258624.3144687456,2383340215.831791,3719671.457493907
Country F,Business As Usual,2039,55787219.58623539,3272752.603426576,2399619985.4944367,3719671.457493907
Country F,Business As Usual,2040,55920003.659594454,3284946.8316031727,2408668857.423763,3719671.457493907
Country F,Business As Usual,2041,56042488.29463132,3295739.6698041456,2421875859.9808106,3719671.457493907
Country F,Business As Usual,2042,56151242.501255594,3305541.6071212944,2429284896.2599587,3719671.457493907
Country F,Business As Usual,2043,56249848.04631681,3313925.8351831585,2435877172.570834,3719671.457493907
Country F,Business As Usual,2044,56332699.99456314,3320706.7578868465,2433789437.076079,3719671.457493907
Country F,Business As Usual,2045,56406450.437890485,3326794.4500266802,2435109801.351699,3719671.457493907
Country F,Business As Usual,2046,56472791.01915601,3331489.6823274326,2434810550.4628453,3719671.457493907
Country F,Business As Usual,2047,56538181.22844302,3335278.988211921,2435981920.6921134,3719671.457493907
Country F,Business As Usual,2048,56594130.709337145,3338820.2924828916,2434135148.6468487,3719671.457493907
Country F,Business As Usual,2049,56643105.8625872,3341348.00698672,2432682320.922884,3719671.457493907
Country F,Business As Usual,2050,56690527.85952333,3343334.95534536,2433283171.5260634,3719671.457493907
Country F,Fmsy,2013,38221016.86043754,2524861.4228902766,1157576846.4731238,3719671.457493907
Country F,Fmsy,2014,38532775.52084433,2529486.381498084,1460941170.036023,3719671.457493907
Country F,Fmsy,2015,38947784.35109157,2581703.22578824,1567592260.1460824,3719671.457493907
Country F,Fmsy,2016,39392834.71311907,2642087.470668368,1652343041.312364,3719671.457493907
Country F,Fmsy,2017,39832730.05949024,2702064.1653758558,1725703576.074932,3719671.457493907
Country F,Fmsy,2018,40280749.52285933,2760526.861897075,1790874408.8777988,3719671.457493907
Country F,Fmsy,2019,40731125.412296504,2815986.677428785,1846949289.5314815,3719671.457493907
Country F,Fmsy,2020,41157352.72182193,2867359.054967658,1893463445.5618343,3719671.457493907
Country F,Fmsy,2021,41577944.64968891,2915388.7274554316,1931982854.3592107,3719671.457493907
Country F,Fmsy,2022,41982046.67155134,2959943.8758881297,1955228105.3070486,3719671.457493907
Country F,Fmsy,2023,42401044.046783365,3002550.9988679565,1960696051.3409896,3719671.457493907
Country F,Fmsy,2024,42802639.00510084,3042164.9742852733,1972758498.0463088,3719671.457493907
Country F,Fmsy,2025,43201088.73567047,3079595.063059091,2005370155.5117404,3719671.457493907
Country F,Fmsy,2026,43588054.5421764,3114734.274974796,2030645573.585166,3719671.457493907
Country F,Fmsy,2027,43957956.86391711,3147546.9262462403,2056840075.4710236,3719671.457493907
Country F,Fmsy,2028,44319970.61346173,3178579.8556005023,2079178323.0271163,3719671.457493907
Country F,Fmsy,2029,44669662.92311882,3207795.2198234755,2101515734.9021628,3719671.457493907
Country F,Fmsy,2030,45013340.59100412,3235591.301013277,2121523324.5824971,3719671.457493907
Country F,Fmsy,2031,45348285.740370624,3261960.615484247,2142045583.4631045,3719671.457493907
Country F,Fmsy,2032,45669794.105998926,3286774.0237089493,2159874735.8043413,3719671.457493907
Country F,Fmsy,2033,45983309.4375456,3310343.400161169,2177294676.5658226,3719671.457493907
Country F,Fmsy,2034,46287771.66685388,3332694.351522591,2193183295.788352,3719671.457493907
Country F,Fmsy,2035,46585440.59280577,3353942.774829334,2208524079.8615236,3719671.457493907
Country F,Fmsy,2036,46864272.759811506,3373636.710281684,2221491486.0944633,3719671.457493907
Country F,Fmsy,2037,47138550.58126624,3392434.7207385567,2234270421.0509095,3719671.457493907
Country F,Fmsy,2038,47394227.66796933,3409810.385764989,2244947832.110009,3719671.457493907
Country F,Fmsy,2039,47638440.043332204,3426098.4099930925,2254610837.6990724,3719671.457493907
Country F,Fmsy,2040,47873339.850071415,3441426.331863019,2263782500.494729,3719671.457493907
Country F,Fmsy,2041,48099252.33872215,3455824.4820366423,2271797200.5735784,3719671.457493907
Country F,Fmsy,2042,48315556.50447136,3469333.5620628754,2278819827.9915924,3719671.457493907
Country F,Fmsy,2043,48522626.15576051,3482005.688347298,2285212552.4674845,3719671.457493907
Country F,Fmsy,2044,48720718.09513089,3493886.7020843206,2290855172.711621,3719671.457493907
Country F,Fmsy,2045,48910334.362774104,3505030.8161049057,2295876527.450839,3719671.457493907
Country F,Fmsy,2046,49091946.278093435,3515489.331256032,2300216821.8482046,3719671.457493907
Country F,Fmsy,2047,49265778.814927205,3525301.7941658557,2303936259.678539,3719671.457493907
Country F,Fmsy,2048,49432867.20400976,3534539.3712252,2307068784.127968,3719671.457493907
Country F,Fmsy,2049,49591555.05408736,3543160.2273870646,2310108041.817519,3719671.457493907
Country F,Fmsy,2050,49742959.63122193,3551236.072635301,2312332024.0820227,3719671.457493907
Country F,Opt,2013,38221016.86043754,1239396.8546333925,1285714301.6620374,3719671.457493907
Country F,Opt,2014,39888603.69562954,1165108.8608342938,1286663590.057575,3719671.457493907
Country F,Opt,2015,41789810.01237426,1441701.027915351,1576886458.7835908,3719671.457493907
Country F,Opt,2016,43515625.51563956,1594218.9482539708,1720952429.5146127,3719671.457493907
Country F,Opt,2017,45150462.62673865,1690621.6410436216,1771865224.2891033,3719671.457493907
Country F,Opt,2018,46756113.377565056,1830999.491923254,1843480959.9552357,3719671.457493907
Country F,Opt,2019,48328959.72428802,1999234.858932556,1926707935.1153693,3719671.457493907
Country F,Opt,2020,49753546.12853602,2160949.8146717977,2002958374.324916,3719671.457493907
Country F,Opt,2021,51026809.669833265,2252554.4853955833,2050099143.9325275,3719671.457493907
Country F,Opt,2022,52266438.94668732,2303518.4312483184,2081243780.111699,3719671.457493907
Country F,Opt,2023,53502326.342011996,2344702.6554464595,2108833786.9730775,3719671.457493907
Country F,Opt,2024,54708198.90142423,2382193.180999473,2135773918.9702804,3719671.457493907
Country F,Opt,2025,55933287.98661186,2426898.838966868,2175396920.479172,3719671.457493907
Country F,Opt,2026,57154386.54793862,2486879.260829423,2235806869.140783,3719671.457493907
Country F,Opt,2027,58306763.53143538,2554915.4879777916,2307066394.6337395,3719671.457493907
Country F,Opt,2028,59394145.81287048,2643871.6777078137,2405096153.653406,3719671.457493907
Country F,Opt,2029,60393826.77032444,2760457.5111680003,2539151942.9672427,3719671.457493907
Country F,Opt,2030,61275578.48207051,2879546.5616998887,2676334869.1236224,3719671.457493907
Country F,Opt,2031,62043496.149798356,2978628.3162447824,2785161101.2817807,3719671.457493907
Country F,Opt,2032,62717205.90760815,3052461.740476973,2857096990.60048,3719671.457493907
Country F,Opt,2033,63299271.712118894,3106693.801821453,2902708267.3993764,3719671.457493907
Country F,Opt,2034,63841201.974061206,3152771.1780125285,2938974684.9833574,3719671.457493907
Country F,Opt,2035,64330998.35139638,3193207.7260411996,2967838933.358067,3719671.457493907
Country F,Opt,2036,64772289.57640617,3231122.585184248,2991849247.396732,3719671.457493907
Country F,Opt,2037,65174969.86825328,3265103.5963137792,3012489410.7379766,3719671.457493907
Country F,Opt,2038,65538796.42387409,3295733.98063942,3030492633.8325458,3719671.457493907
Country F,Opt,2039,65868603.3093305,3323458.2518546316,3046348376.472513,3719671.457493907
Country F,Opt,2040,66172055.047968954,3348785.9736267794,3061017655.4351892,3719671.457493907
Country F,Opt,2041,66434924.70067411,3371559.9897990306,3073435950.0558033,3719671.457493907
Country F,Opt,2042,66672037.94225258,3393900.4891427904,3085222344.466844,3719671.457493907
Country F,Opt,2043,66885658.66697024,3414177.384979712,3095823416.1584272,3719671.457493907
Country F,Opt,2044,67075611.65684846,3432153.340998978,3105128744.7008476,3719671.457493907
Country F,Opt,2045,67240060.56002688,3447936.0750615844,3112881337.262076,3719671.457493907
Country F,Opt,2046,67387639.38166429,3462165.519878691,3120019116.738627,3719671.457493907
Country F,Opt,2047,67520359.28355418,3475229.875404355,3126764446.191552,3719671.457493907
Country F,Opt,2048,67640931.91756079,3486875.6871202844,3132951931.283296,3719671.457493907
Country F,Opt,2049,67742418.17125931,3497066.563627902,3138019337.1483545,3719671.457493907
Country F,Opt,2050,67830637.3982244,3506060.6369262696,3142319745.464914,3719671.457493907
Country B,Business As Usual,2013,16877954.80754624,867859.6032255734,388957347.1019891,748853.5020516852
Country B,Business As Usual,2014,16717867.112631736,877638.0845729082,483761507.57908833,748853.5020516852
Country B,Business As Usual,2015,16546081.287768021,888924.112703482,440097344.61337805,748853.5020516852
Country B,Business As Usual,2016,16356096.280817611,893436.1641250851,394846548.99994844,748853.5020516852
Country B,Business As Usual,2017,16139034.873972712,890982.6503713186,366165597.59554327,748853.5020516852
Country B,Business As Usual,2018,15901194.00541237,886617.0857348553,334919955.6434754,748853.5020516852
Country B,Business As Usual,2019,15667181.356803535,881411.520814081,312177582.8752003,748853.5020516852
Country B,Business As Usual,2020,15439674.367129583,872749.4786869067,289238070.83397543,748853.5020516852
Country B,Business As Usual,2021,15214010.145361608,860697.3127801917,272238193.64133215,748853.5020516852
Country B,Business As Usual,2022,14995890.020447163,846781.4819374927,251715404.23236588,748853.5020516852
Country B,Business As Usual,2023,14788625.888858775,832752.2078818647,239935993.9478197,748853.5020516852
Country B,Business As Usual,2024,14585792.034703217,818323.8942850856,228140283.5109012,748853.5020516852
Country B,Business As Usual,2025,14396071.58510648,802068.6075570427,222126677.3924295,748853.5020516852
Country B,Business As Usual,2026,14200450.381679032,784966.4374832812,213570456.3647776,748853.5020516852
Country B,Business As Usual,2027,14024744.053562643,767142.5768390814,210329656.4950365,748853.5020516852
Country B,Business As Usual,2028,13854309.782363473,748935.9696219955,205393332.3787984,748853.5020516852
Country B,Business As Usual,2029,13706147.060127579,731266.9596779748,203173566.0458334,748853.5020516852
Country B,Business As Usual,2030,13572856.802277489,714396.3245167683,200501189.691146,748853.5020516852
Country B,Business As Usual,2031,13449972.977964155,697412.1524709617,200249864.15557307,748853.5020516852
Country B,Business As Usual,2032,13340701.485464385,680627.4946727634,200117353.039073,748853.5020516852
