Country,Policy,Year,Biomass,Catch,Profits,MSY
Country B,Business As Usual,2033,13244800.62420813,665758.0903208111,203745836.46694753,748853.5020516852
Country B,Business As Usual,2034,13168634.97021308,651742.2025250173,206610600.22398227,748853.5020516852
Country B,Business As Usual,2035,13105788.617301557,639066.9219694289,212400682.41465622,748853.5020516852
Country B,Business As Usual,2036,13053530.579916546,627731.0106886752,216043747.39112785,748853.5020516852
Country B,Business As Usual,2037,13011951.705924653,617596.9242387,221654341.67635465,748853.5020516852
Country B,Business As Usual,2038,12979684.23346024,608549.9797860747,227717650.30216616,748853.5020516852
Country B,Business As Usual,2039,12953141.760226088,600186.6556128737,235042184.89931598,748853.5020516852
Country B,Business As Usual,2040,12935599.12838398,592527.9459002833,241445818.89309487,748853.5020516852
Country B,Business As Usual,2041,12928824.0262906,585749.9467498469,248611498.93582168,748853.5020516852
Country B,Business As Usual,2042,12928940.862157041,580746.8203940367,254962792.6600524,748853.5020516852
Country B,Business As Usual,2043,12931795.738948544,576297.5914525837,260141275.90125945,748853.5020516852
Country B,Business As Usual,2044,12941220.280159233,572246.1367526808,264591873.72393268,748853.5020516852
Country B,Business As Usual,2045,12957296.187756002,569432.7425955777,268797129.60840636,748853.5020516852
Country B,Business As Usual,2046,12976754.203238506,566966.1586275711,272268414.6894692,748853.5020516852
Country B,Business As Usual,2047,13000879.959171267,564579.8418678086,276283553.6584074,748853.5020516852
Country B,Business As Usual,2048,13027833.408127533,562909.5061365289,278924301.5771362,748853.5020516852
Country B,Business As Usual,2049,13056931.40614305,562150.9646119579,282637166.1980976,748853.5020516852
Country B,Business As Usual,2050,13091805.77968904,561483.1545822091,285988687.3848113,748853.5020516852
Country B,Fmsy,2013,16877954.80754624,877355.1518075282,454509137.20900774,748853.5020516852
Country B,Fmsy,2014,16667255.58833384,862865.1119754105,533461248.7793685,748853.5020516852
Country B,Fmsy,2015,16484890.789760698,850165.7169755279,535462532.05620724,748853.5020516852
Country B,Fmsy,2016,16320040.651588837,838725.9261137228,532024316.1955056,748853.5020516852
Country B,Fmsy,2017,16178888.229063388,828730.4322357448,528323579.5561734,748853.5020516852
Country B,Fmsy,2018,16051485.232448664,819711.6260672896,523637687.509651,748853.5020516852
Country B,Fmsy,2019,15936260.67545084,811567.3355599426,518205344.66836095,748853.5020516852
Country B,Fmsy,2020,15832742.617724655,804222.669477801,512190741.134813,748853.5020516852
Country B,Fmsy,2021,15745892.190872423,797849.104276309,506183192.65520227,748853.5020516852
Country B,Fmsy,2022,15662373.00653963,791857.3088169555,496395653.79410815,748853.5020516852
Country B,Fmsy,2023,15590904.928556325,786581.3950171733,482885297.7883475,748853.5020516852
Country B,Fmsy,2024,15525899.527479911,781768.0937906533,472445279.1638601,748853.5020516852
Country B,Fmsy,2025,15466978.264477288,777379.3438070007,468253873.782579,748853.5020516852
Country B,Fmsy,2026,15414603.381370936,773419.9177342834,462912076.81302655,748853.5020516852
Country B,Fmsy,2027,15367843.646452697,769835.8505782286,458663557.458733,748853.5020516852
Country B,Fmsy,2028,15326755.40256001,766615.4921957991,454048229.3699433,748853.5020516852
Country B,Fmsy,2029,15290489.06398582,763711.8602565083,450098206.19039196,748853.5020516852
Country B,Fmsy,2030,15261976.408466594,761235.7621850269,446447044.05965567,748853.5020516852
Country B,Fmsy,2031,15230931.162826495,758752.6646186069,442601590.79058534,748853.5020516852
Country B,Fmsy,2032,15206344.889062442,756624.9262549165,439070617.79866093,748853.5020516852
Country B,Fmsy,2033,15184013.842593258,754669.8529920008,435842068.90878177,748853.5020516852
Country B,Fmsy,2034,15165337.30392517,752939.8645351493,432782265.19770646,748853.5020516852
Country B,Fmsy,2035,15149614.457070239,751398.8767610951,429993684.3415447,748853.5020516852
Country B,Fmsy,2036,15136215.432473382,750015.8936427039,427257527.2233406,748853.5020516852
Country B,Fmsy,2037,15125365.632260174,748793.8630398349,424860722.26990664,748853.5020516852
Country B,Fmsy,2038,15115802.026947623,747677.8540182412,422487838.30699384,748853.5020516852
Country B,Fmsy,2039,15110674.673435243,746794.1531050918,420585174.67397237,748853.5020516852
Country B,Fmsy,2040,15102556.065612428,745830.8856584829,418347466.2112854,748853.5020516852
Country B,Fmsy,2041,15097820.22236175,745046.7953948847,416460035.9073922,748853.5020516852
Country B,Fmsy,2042,15094164.6031499,744344.8913565151,414665722.00539815,748853.5020516852
Country B,Fmsy,2043,15091721.677895922,743728.1775342064,413034943.1118945,748853.5020516852
Country B,Fmsy,2044,15090365.963726634,743188.8557815545,411521996.74581337,748853.5020516852
Country B,Fmsy,2045,15089954.434714932,742718.6251114468,410128032.62598354,748853.5020516852
Country B,Fmsy,2046,15090426.00858879,742312.7892961666,408821473.59877855,748853.5020516852
Country B,Fmsy,2047,15091708.785537532,741966.415417354,407601458.2325886,748853.5020516852
Country B,Fmsy,2048,15095585.45543496,741751.6658724038,406653049.02960086,748853.5020516852
Country B,Fmsy,2049,15096721.633918202,741445.9241691311,405496306.87712884,748853.5020516852
Country B,Fmsy,2050,15099956.823218375,741247.78070137,404536544.9242453,748853.5020516852
Country B,Opt,2013,16877954.80754624,699146.9782113933,722805838.5468609,748853.5020516852
Country B,Opt,2014,16886133.14450731,620923.5197190269,608393737.7569103,748853.5020516852
Country B,Opt,2015,16993396.22130848,581802.2691839158,547380579.704379,748853.5020516852
Country B,Opt,2016,17141694.087117434,560315.2851292712,514286531.66211,748853.5020516852
Country B,Opt,2017,17314352.07191065,549499.5906203854,495554483.20140886,748853.5020516852
Country B,Opt,2018,17495878.489888452,543498.4219560501,483799643.62319565,748853.5020516852
Country B,Opt,2019,17687216.915740088,542115.467396393,477983760.57836205,748853.5020516852
Country B,Opt,2020,17883904.870969847,543023.7142663675,475464474.55571884,748853.5020516852
Country B,Opt,2021,18072390.144625902,546924.0381371644,475716316.0719354,748853.5020516852
Country B,Opt,2022,18261888.524110295,551820.6735879505,477895696.94696105,748853.5020516852
Country B,Opt,2023,18447570.70310352,557659.151549218,481823579.183351,748853.5020516852
Country B,Opt,2024,18624418.377848074,564115.2917938273,486888782.3663612,748853.5020516852
Country B,Opt,2025,18796128.110187277,571567.3732590443,493054522.34345394,748853.5020516852
Country B,Opt,2026,18960590.186959855,579212.9066823483,499926939.40065557,748853.5020516852
Country B,Opt,2027,19115423.491544176,586752.9790476309,507139310.79578936,748853.5020516852
Country B,Opt,2028,19260248.469844595,594204.9792168695,514573912.63268495,748853.5020516852
Country B,Opt,2029,19395849.711323466,601439.7103805079,521996639.6785284,748853.5020516852
Country B,Opt,2030,19522752.645306043,608353.7220900217,529275238.8625332,748853.5020516852
Country B,Opt,2031,19641513.49151646,615255.42894861,536488434.16482604,748853.5020516852
Country B,Opt,2032,19752426.32523578,622164.0351153587,543569751.5746379,748853.5020516852
Country B,Opt,2033,19853464.416036792,628561.4461299219,550199996.4936055,748853.5020516852
Country B,Opt,2034,19947766.824552678,634582.6323895706,556622647.9793509,748853.5020516852
Country B,Opt,2035,20030440.348754443,640128.2149465319,562517560.9180923,748853.5020516852
Country B,Opt,2036,20107187.537877686,645233.1112554253,567989988.6921777,748853.5020516852
Country B,Opt,2037,20178320.33240832,649936.6776459569,573221873.4991181,748853.5020516852
Country B,Opt,2038,20243134.565305647,654315.6669322605,578086890.4558468,748853.5020516852
Country B,Opt,2039,20301044.36474261,658308.4965394016,582513901.8391151,748853.5020516852
Country B,Opt,2040,20353347.6971627,661952.1907599245,586573148.611313,748853.5020516852
Country B,Opt,2041,20400399.42257241,665283.9965575682,590248106.0619285,748853.5020516852
Country B,Opt,2042,20444294.589852504,668408.7321069003,593659089.2944924,748853.5020516852
Country B,Opt,2043,20483438.11962094,671275.2682364014,596795084.2071395,748853.5020516852
Country B,Opt,2044,20518644.10733977,673884.955517328,599616769.4326732,748853.5020516852
Country B,Opt,2045,20549891.198483687,676213.8790143626,602097441.3198808,748853.5020516852
Country B,Opt,2046,20578363.822585296,678320.2852527394,604361273.3370744,748853.5020516852
Country B,Opt,2047,20604172.35848189,680224.3970069087,606418275.1547966,748853.5020516852
Country B,Opt,2048,20627470.584289607,681938.2608528053,608276235.671173,748853.5020516852
Country B,Opt,2049,20647852.358715553,683459.7781539451,609903173.466018,748853.5020516852
Country B,Opt,2050,20666170.459136147,684827.2601554702,611343531.0135707,748853.5020516852
Country J,Business As Usual,2013,198690489.01383108,22063500.441873726,13571339261.818146,32578914.066872373
Country J,Business As Usual,2014,198976303.18147755,20466669.291086584,13443254103.37392,32578914.066872373
Country J,Business As Usual,2015,202913422.31143606,22406107.968696583,14837147659.322767,32578914.066872373
Country J,Business As Usual,2016,205526463.49667594,22994032.539756335,14651541814.513739,32578914.066872373
Country J,Business As Usual,2017,207300003.44803602,23817405.7596303,15105429879.189516,32578914.066872373
Country J,Business As Usual,2018,207517851.63940516,23921148.89952602,14563922333.50967,32578914.066872373
Country J,Business As Usual,2019,207343035.55237114,24257080.007252276,14597556346.303345,32578914.066872373
Country J,Business As Usual,2020,207190330.39100555,24186076.424324483,14169969264.873226,32578914.066872373
Country J,Business As Usual,2021,207029835.0204939,24299229.65984247,14197586444.41863,32578914.066872373
Country J,Business As Usual,2022,206755404.8013531,24213380.777019665,13814387302.893602,32578914.066872373
Country J,Business As Usual,2023,206186235.15359554,24365905.179331254,13800911691.633154,32578914.066872373
Country J,Business As Usual,2024,205926525.21103033,24225488.562630605,13514599951.946634,32578914.066872373
Country J,Business As Usual,2025,205576829.27176902,24101361.520132057,13505448170.340025,32578914.066872373
Country J,Business As Usual,2026,205012550.58986598,23883460.71162757,13287002024.90865,32578914.066872373
Country J,Business As Usual,2027,205204637.68258268,23755719.580860164,13299005814.557894,32578914.066872373
Country J,Business As Usual,2028,205270710.53507057,23568444.372487336,13130180218.288574,32578914.066872373
Country J,Business As Usual,2029,205414112.9831774,23482201.725154817,13178376159.809166,32578914.066872373
Country J,Business As Usual,2030,205897756.76167956,23369211.454632256,13112974606.926693,32578914.066872373
Country J,Business As Usual,2031,206318146.90912157,23372720.53169648,13219462865.29239,32578914.066872373
Country J,Business As Usual,2032,207095406.8900463,23338447.466297388,13224622016.789557,32578914.066872373
Country J,Business As Usual,2033,208277386.41430455,23329135.4671678,13386906803.773855,32578914.066872373
Country J,Business As Usual,2034,209505291.30503488,23282449.71899299,13432724866.392067,32578914.066872373
Country J,Business As Usual,2035,210650747.76057652,23286934.63537893,13592513748.236042,32578914.066872373
Country J,Business As Usual,2036,211753460.46483696,23263774.70921893,13655678547.372145,32578914.066872373
Country J,Business As Usual,2037,213021939.37774837,23268297.990749624,13820928712.106617,32578914.066872373
Country J,Business As Usual,2038,214364446.7025738,23208499.633544765,13931749173.933905,32578914.066872373
Country J,Business As Usual,2039,215939099.01234394,23218193.54947923,14085719646.446236,32578914.066872373
Country J,Business As Usual,2040,217478821.88092086,23219145.00940255,14156010724.614763,32578914.066872373
Country J,Business As Usual,2041,219048264.9513038,23253182.654036444,14319755558.01603,32578914.066872373
Country J,Business As Usual,2042,220647453.69097564,23277162.962475102,14421507523.498098,32578914.066872373
Country J,Business As Usual,2043,222386631.20799673,23387690.963029955,14576265064.344004,32578914.066872373
Country J,Business As Usual,2044,224145969.0897084,23530422.762342688,14646806579.197876,32578914.066872373
Country J,Business As Usual,2045,225885683.60695335,23670600.80395579,14774774038.292625,32578914.066872373
Country J,Business As Usual,2046,227478464.3593316,23768357.256217062,14851996461.388733,32578914.066872373
Country J,Business As Usual,2047,228980901.20799533,23888970.19890034,14959114396.332087,32578914.066872373
Country J,Business As Usual,2048,230452302.12450224,23970242.681358803,15007919415.10625,32578914.066872373
Country J,Business As Usual,2049,231952559.7686849,24115321.93299876,15098590215.670156,32578914.066872373
Country J,Business As Usual,2050,233135326.3175479,24182228.372271672,15134848550.078192,32578914.066872373
Country J,Fmsy,2013,198690489.01383108,28069288.559012096,12790479121.672573,32578914.066872373
Country J,Fmsy,2014,192613753.66834515,22076127.213383596,12229672306.72624,32578914.066872373
Country J,Fmsy,2015,193399185.9340996,22342397.421427794,12477659028.982025,32578914.066872373
Country J,Fmsy,2016,194885941.77300945,22674989.72020076,12703695178.558542,32578914.066872373
Country J,Fmsy,2017,196634244.01345053,22848198.29582152,12925350878.632961,32578914.066872373
Country J,Fmsy,2018,198722659.02747697,23022200.838645007,13149617836.635378,32578914.066872373
Country J,Fmsy,2019,201278037.0753503,23218224.080504786,13363003963.951803,32578914.066872373
Country J,Fmsy,2020,204184175.44184107,23440842.114887945,13570924138.13139,32578914.066872373
Country J,Fmsy,2021,206791382.27129665,23722740.035253484,13772879314.054316,32578914.066872373
Country J,Fmsy,2022,209518255.12971997,24272302.160146832,14016112029.629482,32578914.066872373
Country J,Fmsy,2023,212733391.04668564,25221515.77683106,14320578639.691233,32578914.066872373
Country J,Fmsy,2024,215797767.43635145,25911382.497587547,14554659679.445642,32578914.066872373
Country J,Fmsy,2025,218570422.95481333,26035386.08907749,14669456357.525301,32578914.066872373
Country J,Fmsy,2026,221479641.14344007,26282074.810534336,14809663351.216497,32578914.066872373
Country J,Fmsy,2027,224425651.5270313,26446920.78282105,14916006981.701523,32578914.066872373
Country J,Fmsy,2028,227418136.92213738,26670433.87693438,15035163721.548466,32578914.066872373
Country J,Fmsy,2029,230367651.48639745,26847120.97961039,15129790325.150465,32578914.066872373
Country J,Fmsy,2030,233285376.23486313,27052229.875471823,15229504330.456778,32578914.066872373
Country J,Fmsy,2031,236083210.86622497,27226100.618758656,15316581114.111488,32578914.066872373
Country J,Fmsy,2032,238864411.55883458,27415364.550775222,15403622154.761051,32578914.066872373
Country J,Fmsy,2033,241602626.86079717,27585552.658607647,15477364886.731897,32578914.066872373
Country J,Fmsy,2034,244322545.73350096,27764029.991247717,15552110616.051075,32578914.066872373
Country J,Fmsy,2035,247036416.69369313,27930577.514182597,15617587304.40005,32578914.066872373
Country J,Fmsy,2036,249701839.59679833,28100155.409152396,15682621657.007685,32578914.066872373
Country J,Fmsy,2037,252305745.70441264,28258070.288656265,15740199429.500933,32578914.066872373
Country J,Fmsy,2038,254850879.92599893,28415606.86186918,15795756678.563013,32578914.066872373
Country J,Fmsy,2039,257341190.5978034,28564185.83950083,15845173406.848967,32578914.066872373
Country J,Fmsy,2040,259774331.33932066,28710877.934444714,15897084102.785217,32578914.066872373
Country J,Fmsy,2041,262148015.1902934,28849542.0966563,15941399969.838026,32578914.066872373
Country J,Fmsy,2042,264464886.13501444,28985677.646870468,15983719380.780527,32578914.066872373
Country J,Fmsy,2043,266724626.27123982,29114802.07328743,16022678403.302975,32578914.066872373
Country J,Fmsy,2044,268924927.4323951,29240737.332708873,16060370093.582859,32578914.066872373
Country J,Fmsy,2045,271069669.56316715,29360716.373123553,16095029102.372133,32578914.066872373
Country J,Fmsy,2046,273156903.7417392,29477274.88289616,16127856041.263868,32578914.066872373
Country J,Fmsy,2047,275187852.843128,29588203.37638568,16157175899.653488,32578914.066872373
Country J,Fmsy,2048,277162479.1949458,29695456.88733417,16183927688.613943,32578914.066872373
Country J,Fmsy,2049,279081842.81062955,29797843.626023334,16212369984.557425,32578914.066872373
Country J,Fmsy,2050,280948962.4272857,29896855.521206204,16237083249.689325,32578914.066872373
Country J,Opt,2013,198690489.01383108,23598544.39197445,19565296156.63434,32578914.066872373
Country J,Opt,2014,197070810.34294486,13831950.90302918,11829072870.36039,32578914.066872373
Country J,Opt,2015,208928257.2426366,17500845.744241826,14267586825.961603,32578914.066872373
Country J,Opt,2016,217454605.2616151,17813364.0378897,14679984634.521986,32578914.066872373
Country J,Opt,2017,227315231.99860314,19325545.847715665,15831550779.425243,32578914.066872373
Country J,Opt,2018,235367524.49058,19483661.31590742,16127067799.50604,32578914.066872373
Country J,Opt,2019,243666131.31871942,20428630.5725248,16842476668.160952,32578914.066872373
Country J,Opt,2020,251749797.04293638,20542563.04191493,17083856125.219704,32578914.066872373
Country J,Opt,2021,260186688.7277327,21186692.434840042,17601342019.762596,32578914.066872373
Country J,Opt,2022,268613995.18273836,21761505.64203196,17970593711.866615,32578914.066872373
Country J,Opt,2023,276721162.8128262,22130970.45174713,18298288325.109028,32578914.066872373
Country J,Opt,2024,284623473.55246055,22198412.00653189,18412102942.366043,32578914.066872373
Country J,Opt,2025,292423016.15468496,22546095.152975604,18693060031.271538,32578914.066872373
Country J,Opt,2026,300012790.575763,22750990.914799504,18828664785.790646,32578914.066872373
Country J,Opt,2027,307645834.20102376,23234950.350512672,19125918867.507736,32578914.066872373
Country J,Opt,2028,314966813.15498495,23675225.928790424,19343810305.251328,32578914.066872373
Country J,Opt,2029,321949982.4569539,24336630.64697803,19697702379.063572,32578914.066872373
Country J,Opt,2030,328368561.55695426,24905899.149335347,19983723247.41254,32578914.066872373
Country J,Opt,2031,334313560.80621094,25522198.655823622,20338710873.48666,32578914.066872373
Country J,Opt,2032,339727067.0163953,25973156.119401712,20606613211.743317,32578914.066872373
Country J,Opt,2033,344755173.06383723,26399088.411348127,20892945953.404957,32578914.066872373
Country J,Opt,2034,349424084.4003514,26702382.017362233,21095582041.938137,32578914.066872373
Country J,Opt,2035,353862131.8947257,26992056.176712684,21303287759.71453,32578914.066872373
Country J,Opt,2036,358075692.1992965,27197860.762731425,21442988987.332848,32578914.066872373
Country J,Opt,2037,362146412.4254495,27405188.099230856,21594686550.754562,32578914.066872373
Country J,Opt,2038,366059647.5177276,27561727.70956654,21701963167.78786,32578914.066872373
Country J,Opt,2039,369861139.5071367,27735027.66912096,21830196306.78078,32578914.066872373
Country J,Opt,2040,373522806.1983518,27876386.40523267,21926968072.134914,32578914.066872373
Country J,Opt,2041,377070906.9796876,28044948.680223223,22046352824.636368,32578914.066872373
Country J,Opt,2042,380451455.5524042,28202593.372004285,22147914901.023407,32578914.066872373
Country J,Opt,2043,383680827.75717205,28386802.933676656,22269665213.25436,32578914.066872373
Country J,Opt,2044,386729452.5145894,28567999.481200647,22376146295.595734,32578914.066872373
Country J,Opt,2045,389581150.5672037,28767293.71173779,22498246001.71368,32578914.066872373
Country J,Opt,2046,392214895.60075444,28962119.569073696,22606433495.868797,32578914.066872373
Country J,Opt,2047,394636253.56880957,29162304.289900824,22722860317.14921,32578914.066872373
Country J,Opt,2048,396835172.91628075,29334796.95760398,22816744310.645054,32578914.066872373
Country J,Opt,2049,398834414.2142048,29523968.973801263,22922800294.165596,32578914.066872373
Country J,Opt,2050,400619862.3265987,29676084.45933577,23003610990.29729,32578914.066872373
Country H,Business As Usual,2013,29387017.03036129,3231610.2155092293,3146000533.9790797,4731059.551332199
Country H,Business As Usual,2014,30597699.35216013,4181181.26443386,4807874871.9079895,4731059.551332199
Country H,Business As Usual,2015,30689003.297873672,3581541.162181773,3971977972.857135,4731059.551332199
Country H,Business As Usual,2016,31472842.026681993,4122060.59726361,4474896741.402269,4731059.551332199
Country H,Business As Usual,2017,31637994.5350852,3629475.0144448085,3871175560.277616,4731059.551332199
Country H,Business As Usual,2018,32378704.54926709,4075135.2274447237,4302645055.343749,4731059.551332199
Country H,Business As Usual,2019,32602730.234194834,3669707.974781594,3837240069.198503,4731059.551332199
Country H,Business As Usual,2020,33305745.20760117,4036405.6974992,4220992293.6793594,4731059.551332199
Country H,Business As Usual,2021,33581015.43405451,3700489.526493539,3870577712.764793,4731059.551332199
Country H,Business As Usual,2022,34250585.33762654,4002193.619505385,4196694301.945905,4731059.551332199
Country H,Business As Usual,2023,34571804.0461357,3725459.2892260756,3902972554.063545,4731059.551332199
Country H,Business As Usual,2024,35214898.484993294,3974697.5081867985,4182285558.046018,4731059.551332199
Country H,Business As Usual,2025,35569864.08772102,3746105.89736445,3964219115.4670806,4731059.551332199
Country H,Business As Usual,2026,36186531.95344138,3951747.611803579,4208074850.6527576,4731059.551332199
Country H,Business As Usual,2027,36566216.749105826,3763257.7504840377,4027737299.4146056,4731059.551332199
Country H,Business As Usual,2028,37162006.01801969,3933155.592304118,4228458763.0912585,4731059.551332199
Country H,Business As Usual,2029,37559452.3402928,3777529.9041527174,4072899377.208798,4731059.551332199
Country H,Business As Usual,2030,38136447.114455044,3918258.8370512747,4237907447.031951,4731059.551332199
Country H,Business As Usual,2031,38546006.421702795,3790033.0478673293,4109381944.651724,4731059.551332199
Country H,Business As Usual,2032,39099692.47701063,3906435.248396231,4247555447.9826856,4731059.551332199
Country H,Business As Usual,2033,39513546.9192157,3801166.3149704337,4149939925.612443,4731059.551332199
Country H,Business As Usual,2034,40045581.67698977,3898294.07173026,4274612968.3571,4731059.551332199
Country H,Business As Usual,2035,40460298.38578897,3812137.209981013,4199746714.521256,4731059.551332199
Country H,Business As Usual,2036,40969612.39511549,3893245.0342764477,4307004438.63446,4731059.551332199
Country H,Business As Usual,2037,41378742.51325981,3823137.5459588524,4246342200.7816873,4731059.551332199
Country H,Business As Usual,2038,41863451.811032675,3891677.8800521926,4344457137.375572,4731059.551332199
Country H,Business As Usual,2039,42261050.97166032,3835584.3026210014,4296885371.545617,4731059.551332199
Country H,Business As Usual,2040,42717661.57879107,3894512.71526757,4375400025.088544,4731059.551332199
Country H,Business As Usual,2041,43098821.896436736,3851217.561573349,4336287993.381717,4731059.551332199
Country H,Business As Usual,2042,43522864.356988624,3903758.6871159496,4402022327.49175,4731059.551332199
Country H,Business As Usual,2043,43878632.198937654,3872917.410838042,4362894143.783669,4731059.551332199
Country H,Business As Usual,2044,44265063.672624804,3922628.711176907,4406232498.982676,4731059.551332199
Country H,Business As Usual,2045,44588206.21540639,3905253.7649128153,4367386126.967056,4731059.551332199
Country H,Business As Usual,2046,44926361.99693179,3956616.506602188,4404666409.450147,4731059.551332199
Country H,Business As Usual,2047,45201144.372273974,3955028.507133081,4375409607.679783,4731059.551332199
Country H,Business As Usual,2048,45475050.74323668,4013614.4014772284,4405725779.131952,4731059.551332199
Country H,Business As Usual,2049,45680016.033351965,4032593.510003305,4378251848.802152,4731059.551332199
Country H,Business As Usual,2050,45865075.061939985,4106140.9695567437,4408796065.240469,4731059.551332199
Country H,Fmsy,2013,29387017.03036129,5537170.827568125,3643920279.697275,4731059.551332199
Country H,Fmsy,2014,28270941.909118008,4919593.772879511,3561412390.0788345,4731059.551332199
Country H,Fmsy,2015,27866645.900031146,4845400.874635175,3569285130.5335207,4731059.551332199
Country H,Fmsy,2016,27560946.843453396,4816879.146208293,3591615422.9908223,4731059.551332199
Country H,Fmsy,2017,27304824.809970193,4797867.976989013,3614944973.5376215,4731059.551332199
Country H,Fmsy,2018,27086115.292850062,4782182.195211355,3628575855.772057,4731059.551332199
Country H,Fmsy,2019,26899083.32010026,4768536.351285797,3633055613.264664,4731059.551332199
Country H,Fmsy,2020,26739098.09700378,4756502.977214491,3629822774.730157,4731059.551332199
Country H,Fmsy,2021,26604265.045660388,4745926.72492116,3618127807.5778832,4731059.551332199
Country H,Fmsy,2022,26489560.823519263,4736556.992218634,3585364023.179116,4731059.551332199
Country H,Fmsy,2023,26394317.221005492,4728328.251140586,3521464009.3224545,4731059.551332199
Country H,Fmsy,2024,26315493.049317796,4721082.714563612,3475084609.8033195,4731059.551332199
Country H,Fmsy,2025,26251348.04022946,4714720.162241883,3466770877.719044,4731059.551332199
Country H,Fmsy,2026,26200215.976662878,4709146.774323568,3448739533.859218,4731059.551332199
Country H,Fmsy,2027,26160647.08462909,4704280.540010651,3436012610.645282,4731059.551332199
Country H,Fmsy,2028,26131395.01589285,4700050.324561654,3418772749.0956454,4731059.551332199
Country H,Fmsy,2029,26111174.231973227,4696385.620946708,3404214715.5161934,4731059.551332199
Country H,Fmsy,2030,26099720.420157176,4693261.237967495,3387285832.3980494,4731059.551332199
Country H,Fmsy,2031,26094211.52195011,4690546.91259056,3372981182.307764,4731059.551332199
Country H,Fmsy,2032,26095556.49913241,4688265.552831871,3357087390.5048666,4731059.551332199
Country H,Fmsy,2033,26102506.31707443,4686355.431378747,3342298107.9230227,4731059.551332199
Country H,Fmsy,2034,26114390.702647083,4684778.9328638995,3326994889.2618093,4731059.551332199
Country H,Fmsy,2035,26130534.973078202,4683496.3271448845,3312517335.300942,4731059.551332199
Country H,Fmsy,2036,26150137.807425834,4682465.167562306,3297924216.921415,4731059.551332199
Country H,Fmsy,2037,26173079.160885,4681674.829050878,3284224330.2916474,4731059.551332199
Country H,Fmsy,2038,26198682.542782813,4681091.591027218,3270553210.4909453,4731059.551332199
Country H,Fmsy,2039,26227153.539681118,4680716.559481196,3257525631.5158725,4731059.551332199
Country H,Fmsy,2040,26256793.11877461,4680473.320046855,3245500426.871642,4731059.551332199
Country H,Fmsy,2041,26288566.592710167,4680394.577508482,3233567280.160653,4731059.551332199
Country H,Fmsy,2042,26321846.02909079,4680451.527351477,3221864080.206876,4731059.551332199
Country H,Fmsy,2043,26356379.224858243,4680629.171691793,3210844396.8455606,4731059.551332199
Country H,Fmsy,2044,26391939.539561782,4680913.92155793,3200249831.190663,4731059.551332199
Country H,Fmsy,2045,26428248.282288153,4681290.336746975,3190151416.5041327,4731059.551332199
Country H,Fmsy,2046,26465130.915699244,4681747.591455679,3180348175.490694,4731059.551332199
Country H,Fmsy,2047,26502506.673298456,4682279.0165662095,3170867545.627727,4731059.551332199
Country H,Fmsy,2048,26540561.335873816,4682889.185752423,3161591979.4436793,4731059.551332199
Country H,Fmsy,2049,26578157.925011758,4683528.186937564,3153411975.0251455,4731059.551332199
Country H,Fmsy,2050,26616163.9013602,4684229.2116102055,3145110108.266846,4731059.551332199
Country H,Opt,2013,29387017.03036129,4411435.519026441,4502199281.08268,4731059.551332199
Country H,Opt,2014,29411225.653777033,4955967.208536059,5168713954.433438,4731059.551332199
Country H,Opt,2015,28775218.382315744,4123235.8077992443,4268977347.529126,4731059.551332199
Country H,Opt,2016,29106361.964201324,4546236.201503584,4743581437.001262,4731059.551332199
Country H,Opt,2017,28952793.91940503,3978475.5303832884,4120412227.5535307,4731059.551332199
Country H,Opt,2018,29463323.43243895,4374019.488543942,4557493391.335562,4731059.551332199
Country H,Opt,2019,29520656.914762903,3935076.070097899,4071553905.1835732,4731059.551332199
Country H,Opt,2020,30094461.69587751,4282017.565166001,4450738274.206171,4731059.551332199
Country H,Opt,2021,30269988.738738548,3935866.6514200014,4062954389.3684483,4731059.551332199
Country H,Opt,2022,30853684.888645083,4232331.785442055,4383854590.046642,4731059.551332199
Country H,Opt,2023,31098124.63521416,3956639.322756505,4070552735.0220704,4731059.551332199
Country H,Opt,2024,31667122.68989668,4210328.472151805,4340910157.195681,4731059.551332199
Country H,Opt,2025,31945644.384046987,3989514.139562167,4086677157.4507027,4731059.551332199
Country H,Opt,2026,32483627.361446384,4207024.139120167,4314038811.838111,4731059.551332199
Country H,Opt,2027,32771753.891356673,4031791.7497061067,4107594919.1341734,4731059.551332199
Country H,Opt,2028,33266036.203371607,4216523.278954122,4298206049.20857,4731059.551332199
Country H,Opt,2029,33548994.972602002,4078512.2457466396,4130520773.4552593,4731059.551332199
Country H,Opt,2030,33994515.27203732,4236763.616948199,4290153074.7799697,4731059.551332199
Country H,Opt,2031,34258136.08047399,4126100.7377977604,4153246025.302445,4731059.551332199
Country H,Opt,2032,34651900.34527862,4260966.491849575,4286773922.4414206,4731059.551332199
Country H,Opt,2033,34890139.53499859,4174019.5685231127,4175176720.980607,4731059.551332199
Country H,Opt,2034,35230896.166843764,4288390.831278942,4286572978.8431554,4731059.551332199
Country H,Opt,2035,35439167.75342968,4218311.8572099395,4195073168.570461,4731059.551332199
Country H,Opt,2036,35730034.67453109,4314290.024301305,4287683770.4667845,4731059.551332199
Country H,Opt,2037,35910024.57645763,4258851.862470183,4212834828.052712,4731059.551332199
Country H,Opt,2038,36154986.631931625,4340331.633585769,4289999701.4332433,4731059.551332199
Country H,Opt,2039,36305644.29357072,4295305.619969137,4228440164.656742,4731059.551332199
