Country,Policy,Year,Biomass,Catch,Profits
Japan,Business As Usual,2041,11740191.452352963,1865188.7714859592,1669255298.8740118
Japan,Business As Usual,2042,11740672.279366111,1865372.5633017167,1672881581.64291
Japan,Business As Usual,2043,11740963.747896865,1865483.22045622,1675592738.7128596
Japan,Business As Usual,2044,11741141.916705895,1865550.2444891252,1673610357.4684205
Japan,Business As Usual,2045,11741252.05016642,1865591.174557964,1672366210.0656593
Japan,Business As Usual,2046,11741321.12238101,1865616.4453836703,1670393285.3156312
Japan,Business As Usual,2047,11741365.240956562,1865632.2729588284,1669064590.7262793
Japan,Business As Usual,2048,11741394.05308108,1865642.3674430165,1665626158.0348992
Japan,Business As Usual,2049,11741413.360633347,1865648.9496044798,1661342259.4771655
Japan,Business As Usual,2050,11741426.672814015,1865653.3540013623,1658295947.7029636
Japan,Fmsy,2013,3946887.132728359,1072944.5121303254,295782196.2543985
Japan,Fmsy,2014,4173036.4421418826,1075735.1117922708,426441392.85873884
Japan,Fmsy,2015,4487179.316769355,1123303.358319754,502302055.0817971
Japan,Fmsy,2016,4815825.779516261,1179589.5147390447,572696424.5887796
Japan,Fmsy,2017,5140914.3921129815,1236163.1193167407,638290493.2341754
Japan,Fmsy,2018,5456002.454823701,1290182.6298398997,697301564.5986867
Japan,Fmsy,2019,5758710.666915336,1340691.8655582045,750006272.2247492
Japan,Fmsy,2020,6048356.791148297,1387484.6276036557,797109808.8307679
Japan,Fmsy,2021,6325032.023109874,1430670.0629647188,838855523.6085055
Japan,Fmsy,2022,6589190.14242134,1470488.1622645273,872710101.8083587
Japan,Fmsy,2023,6841437.081314069,1507225.6031288458,896187302.061616
Japan,Fmsy,2024,7082406.560512922,1541174.3881367717,921307633.2409624
Japan,Fmsy,2025,7312681.754289864,1572610.2466450776,954004768.3997198
Japan,Fmsy,2026,7532749.561442838,1601781.4840088754,982602885.5317142
Japan,Fmsy,2027,7742981.361530119,1628904.239807954,1011088235.9855539
Japan,Fmsy,2028,7943634.778656244,1654162.0132129882,1036924643.7893786
Japan,Fmsy,2029,8134870.355279973,1677707.9893462579,1062088893.8210237
Japan,Fmsy,2030,8316776.969454054,1699669.015660717,1085163368.6934505
Japan,Fmsy,2031,8489400.550254164,1720150.320232045,1107623786.1731455
Japan,Fmsy,2032,8652771.871310325,1739240.2987427996,1128194492.0910556
Japan,Fmsy,2033,8806930.582277017,1757014.918199286,1147667257.5683942
Japan,Fmsy,2034,8951943.917757116,1773541.476400544,1165561517.040609
Japan,Fmsy,2035,9087919.563468575,1788881.6066128006,1182291724.4907162
Japan,Fmsy,2036,9215012.912782624,1803093.524883337,1197598794.7859359
Japan,Fmsy,2037,9333429.424889458,1816233.5869435302,1211807461.242377
Japan,Fmsy,2038,9443423.042274773,1828357.2597182412,1224695082.2866936
Japan,Fmsy,2039,9545291.6955727,1839519.626959742,1236476096.4373927
Japan,Fmsy,2040,9639370.873506475,1849775.5468646972,1247375587.8612604
Japan,Fmsy,2041,9726026.112590149,1859179.5679514278,1257109812.8431227
Japan,Fmsy,2042,9805645.103388892,1867785.6928023254,1265794724.8058774
Japan,Fmsy,2043,9878629.944682935,1875647.0609692647,1273643463.0017679
Japan,Fmsy,2044,9945389.921630759,1882815.6046639709,1280637825.7981465
Japan,Fmsy,2045,10006335.049077012,1889341.7151291987,1286868601.257158
Japan,Fmsy,2046,10061870.510871204,1895273.9444301939,1292334123.2701023
Japan,Fmsy,2047,10112392.040908068,1900658.7569613447,1297106170.0082836
Japan,Fmsy,2048,10158282.229604281,1905540.3370743326,1301192510.8143532
Japan,Fmsy,2049,10199907.697446778,1909960.4535833579,1304996324.4811718
Japan,Fmsy,2050,10237617.051374992,1913958.3781052614,1308119867.4781399
Japan,Opt,2013,3946887.132728359,423634.10004959814,192079017.2009643
Japan,Opt,2014,4822346.85422261,432101.0492735886,300516624.9040665
Japan,Opt,2015,5833616.073137857,737776.0396405485,634530551.3174171
Japan,Opt,2016,6612861.187905414,898284.5570340012,802693374.5618167
Japan,Opt,2017,7293046.543049986,987466.7260780243,862380802.4592712
Japan,Opt,2018,7937170.699941202,1110363.6224436054,932713366.1562217
Japan,Opt,2019,8499390.951168703,1253422.3333202002,1004150113.9366001
Japan,Opt,2020,8950040.092198312,1385952.2391465139,1065156323.1828307
Japan,Opt,2021,9296804.98982056,1446034.1091771224,1093863503.2369504
Japan,Opt,2022,9613621.805721452,1464901.6764556752,1103902805.113395
Japan,Opt,2023,9942165.340317369,1471910.9816108954,1107990347.9576263
Japan,Opt,2024,10292524.0113052,1476085.9050965596,1112056218.1693842
Japan,Opt,2025,10664248.009920804,1484873.4591374907,1124229254.6842809
Japan,Opt,2026,11048268.731327964,1507476.9064665823,1156441680.3388982
Japan,Opt,2027,11425430.29529903,1539409.6810908332,1201958643.0085058
Japan,Opt,2028,11780677.995517723,1591082.8511969328,1275134317.5465682
Japan,Opt,2029,12089174.311522288,1669600.0812659683,1385167975.0679672
Japan,Opt,2030,12320136.255568614,1751853.0828362622,1499724165.73663
Japan,Opt,2031,12467697.311853658,1813907.8658250289,1585957244.9336429
Japan,Opt,2032,12551662.257335702,1849222.5334132107,1635153757.7793713
Japan,Opt,2033,12599162.198757442,1867143.3568865715,1660278442.779867
Japan,Opt,2034,12628004.222876318,1878165.3601117707,1675741241.7913303
Japan,Opt,2035,12645346.526276326,1884843.833971905,1685114251.852434
Japan,Opt,2036,12655712.201379659,1888853.9480694302,1690743676.4525723
Japan,Opt,2037,12661885.653575009,1891248.7533123246,1694106007.4118867
Japan,Opt,2038,12665554.459056886,1892674.259281499,1696107605.9405797
Japan,Opt,2039,12667731.992567973,1893521.1472400543,1697296809.4307985
Japan,Opt,2040,12669023.4320679,1894023.7005427321,1698002518.4395742
Japan,Opt,2041,12669789.005618997,1894321.717838017,1698421015.8876595
Japan,Opt,2042,12670242.720702967,1894498.3722429974,1698669089.4637744
Japan,Opt,2043,12670511.570979362,1894603.0617590803,1698816104.5667207
Japan,Opt,2044,12670670.864014463,1894665.0943482642,1698903217.0357857
Japan,Opt,2045,12670765.239426743,1894701.8479628845,1698954830.310402
Japan,Opt,2046,12670821.151621707,1894723.6229746446,1698985409.1035721
Japan,Opt,2047,12670854.275846966,1894736.5233972976,1699003525.2659004
Japan,Opt,2048,12670873.899500018,1894744.1660090596,1699014257.849324
Japan,Opt,2049,12670885.524983183,1894748.6936834822,1699020616.101826
Japan,Opt,2050,12670892.412146553,1894751.3759743203,1699024382.8668067
Multinational,Business As Usual,2013,60493478.37238932,13034304.227444481,9707525466.977156
Multinational,Business As Usual,2014,60147931.6268294,11112461.490363413,8363672329.715006
Multinational,Business As Usual,2015,63584026.238683976,12618261.137555996,9748299340.010027
Multinational,Business As Usual,2016,65697723.32065976,12789443.480590012,9594029328.916319
Multinational,Business As Usual,2017,67838705.28407376,13374748.652251512,10128181024.24619
Multinational,Business As Usual,2018,69498930.46560274,13483501.01183708,9980242816.05727
Multinational,Business As Usual,2019,71220505.11625351,13887413.449345334,10323903689.709515
Multinational,Business As Usual,2020,72644153.78495899,13977388.273509286,10283445510.627993
Multinational,Business As Usual,2021,74162564.60861488,14287649.773319233,10618298747.871765
Multinational,Business As Usual,2022,75563980.62451509,14469726.474295387,10658387203.15725
Multinational,Business As Usual,2023,77125270.43744534,14896781.14400596,10990722529.213736
Multinational,Business As Usual,2024,78553466.87070566,15001783.14441641,11024960290.111408
Multinational,Business As Usual,2025,80072497.2923521,15125065.625551494,11258304118.176737
Multinational,Business As Usual,2026,81571038.63418254,15171902.8240291,11305960391.449604
Multinational,Business As Usual,2027,83179365.35715336,15302243.096716624,11532417296.919846
Multinational,Business As Usual,2028,84763393.15296695,15357424.505096972,11598789357.114195
Multinational,Business As Usual,2029,86432985.24053966,15496391.26736016,11823776655.171913
Multinational,Business As Usual,2030,88060799.0974992,15574083.328960987,11935005315.43097
Multinational,Business As Usual,2031,89738094.5419977,15719441.04463616,12180310373.770164
Multinational,Business As Usual,2032,91356218.6864023,15807878.164867042,12319807874.686966
Multinational,Business As Usual,2033,93001703.64614123,15942201.767151508,12573452492.64926
Multinational,Business As Usual,2034,94589428.38037586,16017854.154280977,12716506468.202242
Multinational,Business As Usual,2035,96207916.20031978,16126409.30013788,12928426647.864067
Multinational,Business As Usual,2036,97785201.70731921,16181356.542936172,13031713037.605179
Multinational,Business As Usual,2037,99404257.31504023,16269907.394628473,13196782986.63462
Multinational,Business As Usual,2038,100991387.70361693,16314867.032784633,13297172076.68325
Multinational,Business As Usual,2039,102618966.33650452,16400099.81402291,13442901849.275242
Multinational,Business As Usual,2040,104205428.83152273,16451418.120004566,13514614623.84084
Multinational,Business As Usual,2041,105813279.19716857,16552891.57101899,13646450259.127064
Multinational,Business As Usual,2042,107350030.26087104,16631687.593171742,13717288058.719402
Multinational,Business As Usual,2043,108867378.27640998,16761372.899422636,13822085606.404337
Multinational,Business As Usual,2044,110271564.46674433,16876639.53816989,13857917872.18272
Multinational,Business As Usual,2045,111607531.86690582,17034566.927758444,13937565602.283346
Multinational,Business As Usual,2046,112790149.47434999,17172810.495890237,13981932035.738754
Multinational,Business As Usual,2047,113872104.26440239,17342141.325176693,14062789541.235254
Multinational,Business As Usual,2048,114780878.75836559,17467573.06695124,14085677730.802105
Multinational,Business As Usual,2049,115596139.61172324,17635858.429765303,14136135059.797672
Multinational,Business As Usual,2050,116234394.4014083,17748734.235597227,14154413002.550066
Multinational,Fmsy,2013,60493478.37238932,19821496.621338595,8818222537.699549
Multinational,Fmsy,2014,54310780.593161374,13881407.63701186,7522064984.717278
Multinational,Fmsy,2015,54963078.32495172,14185914.101020785,7709865517.753781
Multinational,Fmsy,2016,56126325.69978503,14536437.084972734,7904809462.354245
Multinational,Fmsy,2017,57354351.83804576,14710157.326536676,8087453682.313412
Multinational,Fmsy,2018,58686923.10980075,14864788.148229653,8268259787.567437
Multinational,Fmsy,2019,60098858.45191198,15019228.974798148,8435337490.929768
Multinational,Fmsy,2020,61578439.19344969,15183713.535363428,8592562316.551577
Multinational,Fmsy,2021,63158525.484073594,15425482.095522275,8765567793.079098
Multinational,Fmsy,2022,64950214.40204672,15937635.972744772,9013806247.558754
Multinational,Fmsy,2023,67017065.272192106,16837088.378058974,9364324345.133255
Multinational,Fmsy,2024,68960315.10773285,17478239.036404084,9618698230.392742
Multinational,Fmsy,2025,70583974.15318243,17550956.407366518,9694597344.786924
Multinational,Fmsy,2026,72297694.43524939,17744604.036806,9810730879.150112
Multinational,Fmsy,2027,73972963.25808108,17852227.613526385,9883553726.122726
Multinational,Fmsy,2028,75687490.7090036,18019177.38003452,9977690860.898634
Multinational,Fmsy,2029,77374015.2618601,18140511.17272973,10044516437.698324
Multinational,Fmsy,2030,79070000.51368164,18292646.663768552,10122108957.06383
Multinational,Fmsy,2031,80736666.07894836,18417627.025706537,10184835473.05669
Multinational,Fmsy,2032,82393265.39421451,18559040.42856825,10251926256.920717
Multinational,Fmsy,2033,84015718.03889349,18682413.49534648,10305743192.802937
Multinational,Fmsy,2034,85614677.9031394,18814352.72355487,10362405800.755884
Multinational,Fmsy,2035,87174536.16420533,18933152.41338798,10409100934.023005
Multinational,Fmsy,2036,88701748.7185428,19055903.659712244,10457054494.866379
Multinational,Fmsy,2037,90186071.25407292,19168404.71046375,10497934872.431213
Multinational,Fmsy,2038,91631854.17692703,19282032.482304554,10538671999.322348
Multinational,Fmsy,2039,93032466.36312266,19387277.870584212,10573295166.11863
Multinational,Fmsy,2040,94391169.77038026,19491898.47773064,10610186346.847986
Multinational,Fmsy,2041,95703839.01341437,19589449.533064548,10640639899.155437
Multinational,Fmsy,2042,96973143.98673633,19685308.480727874,10669854521.669327
Multinational,Fmsy,2043,98196706.63670856,19775086.413359538,10695770422.200615
Multinational,Fmsy,2044,99376844.41948134,19862555.60267383,10720811424.647442
Multinational,Fmsy,2045,100512386.43189815,19944727.673083656,10742816480.771553
Multinational,Fmsy,2046,101605411.66836156,20024274.1274367,10763440957.987442
Multinational,Fmsy,2047,102655567.93897712,20099167.980261568,10781145382.91344
Multinational,Fmsy,2048,103664750.4536535,20171317.22810756,10797058828.001156
Multinational,Fmsy,2049,104633148.54253887,20239356.710687596,10813512699.109304
Multinational,Fmsy,2050,105562502.11368567,20304660.488568358,10827203643.203814
Multinational,Opt,2013,60493478.37238932,14908752.269078465,12139648505.690304
Multinational,Opt,2014,58273483.585195415,8153681.602346881,7271277263.080626
Multinational,Opt,2015,66343635.342637725,12328499.130076634,10045705433.154305
Multinational,Opt,2016,70277618.79748206,12628270.49682875,10394878521.344725
Multinational,Opt,2017,74421656.8493351,13899697.50215178,11297800323.111706
Multinational,Opt,2018,77423853.49744107,13756077.69464529,11329783147.057753
Multinational,Opt,2019,80930834.65621862,14377829.387351442,11786351462.881882
Multinational,Opt,2020,84063608.40765297,14219550.99898664,11789237364.419199
Multinational,Opt,2021,87803859.3779554,14628508.953636736,12102946261.863804
Multinational,Opt,2022,91719918.08708082,15012844.437995516,12303392832.164564
Multinational,Opt,2023,95536105.48240468,15215975.088828305,12489690438.098013
Multinational,Opt,2024,99457932.42635447,15143649.983229127,12487772323.341005
Multinational,Opt,2025,103694190.70466892,15370627.777780982,12671656178.798347
Multinational,Opt,2026,107880857.13001613,15464134.936001008,12721579153.774426
Multinational,Opt,2027,112147697.06857857,15838853.695703913,12936962712.620913
Multinational,Opt,2028,116155592.79879412,16170036.548474904,13076892039.264797
Multinational,Opt,2029,119937245.22652553,16723639.482540525,13356540868.181625
Multinational,Opt,2030,123228641.2010557,17185288.9987574,13568302185.120111
Multinational,Opt,2031,126119191.36451174,17693676.93966761,13848995622.728584
Multinational,Opt,2032,128541701.89278124,18037187.720315997,14042099246.592897
Multinational,Opt,2033,130667867.52349107,18355106.640344013,14252777597.525433
Multinational,Opt,2034,132514469.89346899,18550188.864905536,14379244788.275337
Multinational,Opt,2035,134211701.45612533,18730832.40823121,14509212452.334003
Multinational,Opt,2036,135767942.1172497,18828035.621585995,14570694048.018225
Multinational,Opt,2037,137270876.58728573,18927558.218165074,14644505588.645525
Multinational,Opt,2038,138711881.11262673,18976415.41057428,14673465399.4286
Multinational,Opt,2039,140142583.55424085,19042986.192596994,14723125631.033281
Multinational,Opt,2040,141538384.79795644,19081801.978126645,14744041520.75461
Multinational,Opt,2041,142925590.69484302,19151789.511300568,14790370821.073483
Multinational,Opt,2042,144265849.9163812,19212714.315229382,14819295519.923319
Multinational,Opt,2043,145565386.0939626,19306456.520477757,14872993600.96988
Multinational,Opt,2044,146784517.47385848,19403725.104211506,14916102619.948103
Multinational,Opt,2045,147916819.1146246,19525193.260281686,14979068396.146984
Multinational,Opt,2046,148932534.02547926,19647619.443985254,15031799424.54504
Multinational,Opt,2047,149828874.91014993,19781710.106811248,15097364701.601053
Multinational,Opt,2048,150590592.09151265,19894329.316825688,15144948448.42573
Multinational,Opt,2049,151238781.65366277,20029253.887061223,15208753320.819061
Multinational,Opt,2050,151749285.0931585,20132464.847857196,15251139817.667503
New Zealand,Business As Usual,2013,3164747.13671428,1006271.9014707917,1283398978.385299
New Zealand,Business As Usual,2014,2383804.500384934,307910.48053009534,490113072.793592
New Zealand,Business As Usual,2015,2391287.5291369245,312849.0051480203,463328297.22928405
New Zealand,Business As Usual,2016,2396420.882656932,320484.24783733196,458825099.5877175
New Zealand,Business As Usual,2017,2394329.4846474035,317396.3070052102,456771096.7258382
New Zealand,Business As Usual,2018,2396187.3826093585,315177.5097626897,444295983.24592155
New Zealand,Business As Usual,2019,2400863.199320456,314519.9478046067,444787453.44606113
New Zealand,Business As Usual,2020,2406498.3724424304,315059.72614281875,442912094.42458177
New Zealand,Business As Usual,2021,2411730.2916071536,315975.0579991269,448320789.40193856
New Zealand,Business As Usual,2022,2416097.492391496,316662.79243607377,448557299.8178321
New Zealand,Business As Usual,2023,2419808.260626611,317119.85780871764,451445966.98692846
New Zealand,Business As Usual,2024,2423089.3940119687,317393.3125970106,451937965.13030267
New Zealand,Business As Usual,2025,2426127.6181770363,317568.2173608864,456461358.57441354
New Zealand,Business As Usual,2026,2429021.499366907,317677.8938570401,457722565.5281556
New Zealand,Business As Usual,2027,2431836.0931464247,317769.3282716939,461405957.6710325
New Zealand,Business As Usual,2028,2434587.44787352,317848.143865766,462053055.4450444
New Zealand,Business As Usual,2029,2437285.9534186544,317922.6708414978,464456947.70723397
New Zealand,Business As Usual,2030,2439933.0612879065,317994.61514530686,464795407.863781
New Zealand,Business As Usual,2031,2442528.768526626,318069.78773916536,466849291.3187112
New Zealand,Business As Usual,2032,2445067.270603109,318154.15063396504,467258658.31826526
New Zealand,Business As Usual,2033,2447537.1233717315,318238.71868378686,469941302.4268357
New Zealand,Business As Usual,2034,2449936.0247104666,318321.8911859654,471295756.9036159
New Zealand,Business As Usual,2035,2452263.5348092164,318403.35183765134,474102679.6247606
New Zealand,Business As Usual,2036,2454519.6934292098,318487.59204655146,475570241.75831395
New Zealand,Business As Usual,2037,2456700.233511037,318570.5777180367,478094277.8447355
New Zealand,Business As Usual,2038,2458805.027255527,318650.99652342405,480191848.5675709
New Zealand,Business As Usual,2039,2460835.395604118,318728.795230008,482587782.7408202
New Zealand,Business As Usual,2040,2462792.823511352,318806.7712957514,483922107.6601161
New Zealand,Business As Usual,2041,2464676.106247001,318887.325909114,485861073.0102794
New Zealand,Business As Usual,2042,2466481.722652356,318964.7370947938,486886361.2688094
New Zealand,Business As Usual,2043,2468211.9742525835,319039.1124335542,487683521.5951372
New Zealand,Business As Usual,2044,2469869.1365963584,319110.541558611,487183564.1793861
New Zealand,Business As Usual,2045,2471455.4734947975,319182.6799902952,486901184.218816
New Zealand,Business As Usual,2046,2472969.6639431203,319254.87865775457,486421009.4821421
New Zealand,Business As Usual,2047,2474411.1044094735,319324.1608804316,486121422.3791794
New Zealand,Business As Usual,2048,2475782.23688123,319390.7429523701,485230647.79491997
New Zealand,Business As Usual,2049,2477085.3529722565,319454.75715355814,484101388.12595886
New Zealand,Business As Usual,2050,2478322.673467145,319515.9851450406,483315790.51301914
New Zealand,Fmsy,2013,3164747.13671428,554977.3670054271,546967638.5132614
New Zealand,Fmsy,2014,2835099.0348502984,479714.70021540666,531412383.95581305
New Zealand,Fmsy,2015,2632989.98623945,438469.6648309863,493645328.1024152
New Zealand,Fmsy,2016,2493354.1552013606,411695.0021311824,468627071.1503535
New Zealand,Fmsy,2017,2391801.413777005,393243.92991514126,452343638.3651631
New Zealand,Fmsy,2018,2315399.354438592,380032.84669878613,440524724.08754516
New Zealand,Fmsy,2019,2256479.993031461,370311.05363132706,431279313.7290195
New Zealand,Fmsy,2020,2210165.4505605265,363008.0075553201,423677102.9085014
New Zealand,Fmsy,2021,2173189.9894198063,357431.8243114968,416988277.0501832
New Zealand,Fmsy,2022,2143280.787464367,353115.6285418906,409550151.2801457
New Zealand,Fmsy,2023,2118809.1180414692,349734.18014165905,400030376.40588206
New Zealand,Fmsy,2024,2098581.4172042874,347055.5977727271,393074555.7552222
New Zealand,Fmsy,2025,2081707.365813357,344911.64853211935,390503658.470984
New Zealand,Fmsy,2026,2067513.063191556,343178.5772114513,387406418.4299285
New Zealand,Fmsy,2027,2055482.0104868028,341764.29879310017,385167985.6117459
New Zealand,Fmsy,2028,2045213.9661059694,340599.61552278535,382735216.32155186
New Zealand,Fmsy,2029,2036395.6699455357,339632.07002785825,380760158.3679477
New Zealand,Fmsy,2030,2028779.6629308595,338821.57288688864,378687565.9156845
New Zealand,Fmsy,2031,2022168.7507584533,338137.2512378516,376998555.7708987
New Zealand,Fmsy,2032,2016404.4750180454,337555.152789728,375229378.7967316
New Zealand,Fmsy,2033,2011358.4727270936,337056.55791839707,373631179.31119585
New Zealand,Fmsy,2034,2006925.944060452,336626.7292405366,372028789.4531073
New Zealand,Fmsy,2035,2003020.675163811,336253.9790426579,370543864.92844373
New Zealand,Fmsy,2036,1999571.2184678428,335928.9695539859,369077723.21145695
New Zealand,Fmsy,2037,1996517.9413820647,335644.1849769562,367717936.2111003
New Zealand,Fmsy,2038,1993810.7310569906,335393.53097914095,366377036.6228369
New Zealand,Fmsy,2039,1991407.1980035696,335172.02928185445,365103876.9849858
New Zealand,Fmsy,2040,1989271.2613159216,334975.5835474342,363947444.8271755
New Zealand,Fmsy,2041,1987372.027484082,334800.79897055624,362800431.39913905
New Zealand,Fmsy,2042,1985682.8963483144,334644.8425026185,361678102.60014135
New Zealand,Fmsy,2043,1984180.843757142,334505.3339564788,360623775.38635796
New Zealand,Fmsy,2044,1982845.8424482213,334380.2606851173,359611009.68288755
New Zealand,Fmsy,2045,1981660.3916481575,334267.91033913457,358646318.782114
New Zealand,Fmsy,2046,1980609.1326598933,334166.8175544649,357709369.3007099
New Zealand,Fmsy,2047,1979678.5328391553,334075.7214261971,356802248.3580257
New Zealand,Fmsy,2048,1978856.6242687933,333993.53137636743,355909099.28285843
New Zealand,Fmsy,2049,1978132.786427097,333919.2995883806,355129710.16392785
New Zealand,Fmsy,2050,1977497.5644398262,333852.19860632514,354332086.7126161
New Zealand,Opt,2013,3164747.13671428,1005013.002176484,1333072165.8893595
New Zealand,Opt,2014,2385063.3996792417,306610.69140099565,447887005.1219755
New Zealand,Opt,2015,2393977.3713879855,311512.6971048295,434642849.23673356
New Zealand,Opt,2016,2400700.6038781404,319119.6836192145,442559144.6302399
New Zealand,Opt,2017,2400335.907943179,316015.31622103305,444451449.7609493
New Zealand,Opt,2018,2404027.107918461,313806.290186301,439518160.82487994
New Zealand,Opt,2019,2410594.800104166,313195.16349592514,440997304.66711396
New Zealand,Opt,2020,2418119.7143083154,313827.4858004577,441988569.3988977
New Zealand,Opt,2021,2425168.977279469,314885.0331188512,444967712.5886099
New Zealand,Opt,2022,2431209.5682676025,315757.9782873281,446535771.0500035
New Zealand,Opt,2023,2436389.3800666356,316425.57679028984,448161955.24299544
New Zealand,Opt,2024,2440898.400053883,316910.0632819403,449052301.0274948
New Zealand,Opt,2025,2444917.4163190797,317283.6272768245,449900087.5478384
New Zealand,Opt,2026,2448556.8387013716,317559.36582531396,450411269.43480116
New Zealand,Opt,2027,2451917.1521438872,317786.326855114,450876489.53298545
New Zealand,Opt,2028,2455049.285988037,317964.95274486067,451180819.39627814
New Zealand,Opt,2029,2458004.1596548297,318110.60222017416,451435844.179833
New Zealand,Opt,2030,2460816.2804442444,318231.6070166416,451615764.26620275
New Zealand,Opt,2031,2463511.396756011,318344.22872261365,451782411.0576676
New Zealand,Opt,2032,2466098.308309081,318452.55248513224,451919951.12362736
New Zealand,Opt,2033,2468581.60892526,318550.35031327675,452037777.172318
New Zealand,Opt,2034,2470971.7110766675,318639.6324710549,452135664.44875497
New Zealand,Opt,2035,2473276.7916780924,318722.58232588205,452223673.35120624
New Zealand,Opt,2036,2475502.6521097384,318805.393951708,452306730.0813127
New Zealand,Opt,2037,2477648.827485761,318885.17826355336,452385424.44606394
New Zealand,Opt,2038,2479717.6618248057,318961.3840734351,452458896.9012249
New Zealand,Opt,2039,2481712.05210389,319034.4580123156,452528932.80855167
New Zealand,Opt,2040,2483634.4604439735,319107.5210364762,452598257.72124314
New Zealand,Opt,2041,2485484.261748448,319183.17958329635,452670235.2426105
New Zealand,Opt,2042,2487258.2527481806,319255.8381356451,452739021.89574116
New Zealand,Opt,2043,2488958.8823096426,319325.6785826982,452805065.51621026
New Zealand,Opt,2044,2490588.4637954957,319392.8306278851,452868458.58597666
New Zealand,Opt,2045,2492149.2299808925,319460.96762414766,452932673.8056601
New Zealand,Opt,2046,2493639.786973137,319529.4441093619,452997093.164223
New Zealand,Opt,2047,2495059.4343190514,319595.2781198266,453059057.54360646
New Zealand,Opt,2048,2496410.5047211032,319658.675306498,453118706.7459802
New Zealand,Opt,2049,2497695.175703504,319719.7542720585,453176160.3038847
New Zealand,Opt,2050,2498915.553972704,319778.2814848535,453231279.45641774
Peru,Business As Usual,2013,5295570.493689548,2875852.538663035,2834700578.0517893
Peru,Business As Usual,2014,6054508.586882298,3825333.0107074766,4438063828.319234
Peru,Business As Usual,2015,5688619.5159065025,3225753.3614206915,3614927328.7069397
Peru,Business As Usual,2016,6019774.584321231,3768533.021449081,4135336080.2084703
Peru,Business As Usual,2017,5720937.1333542215,3277003.7098759473,3538385195.571019
Peru,Business As Usual,2018,5993182.7256933795,3723505.394842637,3978508497.5684023
Peru,Business As Usual,2019,5747081.690214652,3318736.8024719483,3517607638.4007883
Peru,Business As Usual,2020,5971261.482681466,3686575.838422704,3904389107.341468
Peru,Business As Usual,2021,5768353.36123503,3352871.1947428603,3555969916.7256536
Peru,Business As Usual,2022,5953156.578999857,3656204.5151276467,3886775825.77071
Peru,Business As Usual,2023,5785730.224195682,3380875.2319899527,3593901784.9271755
Peru,Business As Usual,2024,5938187.458932665,3631181.6940185577,3874942859.0857763
Peru,Business As Usual,2025,5799966.425195945,3403898.0160058667,3654554529.1522274
Peru,Business As Usual,2026,5925803.845842871,3610541.2023323537,3898009968.6433973
Peru,Business As Usual,2027,5811654.040612623,3422853.1832170403,3714712410.3496413
Peru,Business As Usual,2028,5915556.442601218,3593502.554621149,3914449027.684346
Peru,Business As Usual,2029,5821264.080353796,3438475.351656707,3756530780.0519133
Peru,Business As Usual,2030,5907076.105629202,3579430.3401486273,3920681981.0481844
Peru,Business As Usual,2031,5829174.874251494,3451359.892944506,3789959557.8737316
Peru,Business As Usual,2032,5900058.37034686,3567804.525267467,3927027968.679554
Peru,Business As Usual,2033,5835692.462411265,3461992.0255646007,3826544844.511842
Peru,Business As Usual,2034,5894251.540563602,3558197.9984805286,3949067134.130478
Peru,Business As Usual,2035,5841065.6965227425,3470768.7528565684,3870107036.7288456
Peru,Business As Usual,2036,5889447.276449779,3550259.144057147,3974910968.285121
Peru,Business As Usual,2037,5845497.703989253,3478015.8041266827,3910551172.944577
Peru,Business As Usual,2038,5885473.017139479,3543698.052243025,4005214534.051406
Peru,Business As Usual,2039,5849154.762845335,3484000.9566587186,3953934875.6257076
Peru,Business As Usual,2040,5882185.80331947,3538275.452352694,4029155866.2972183
Peru,Business As Usual,2041,5852173.277589279,3488944.654499673,3985870505.9612694
Peru,Business As Usual,2042,5879467.200305574,3533793.742493459,4047558867.556585
Peru,Business As Usual,2043,5854665.326762705,3493028.556983697,4004638402.8248205
Peru,Business As Usual,2044,5877219.104856751,3530089.6687766663,4044164813.4220114
Peru,Business As Usual,2045,5856723.114167064,3496402.470360862,4000627252.088584
Peru,Business As Usual,2046,5875360.272022337,3527028.3229491524,4032536430.1554604
Peru,Business As Usual,2047,5858422.564612979,3499189.9976075096,3995973929.6598086
Peru,Business As Usual,2048,5873823.434119897,3524498.2057931386,4018014732.06351
Peru,Business As Usual,2049,5859826.243541728,3501493.160663862,3980346595.2913113
Peru,Business As Usual,2050,5872552.909406261,3522407.158841251,3997981882.326998
Peru,Fmsy,2013,5295570.493689548,4354659.814212967,2973775745.1169887
Peru,Fmsy,2014,4575701.311332366,3762696.133692289,2805306653.714001
Peru,Fmsy,2015,4512831.284522884,3710996.778619593,2824948973.9239955
Peru,Fmsy,2016,4502261.9898972465,3702305.423717287,2864461765.936501
Peru,Fmsy,2017,4500401.352367196,3700775.3820549985,2904522152.0180297
Peru,Fmsy,2018,4500071.294327564,3700503.9683360695,2935217437.285704
Peru,Fmsy,2019,4500012.66693977,3700455.7577929483,2956831010.283921
Peru,Fmsy,2020,4500002.250629403,3700447.192240243,2970649521.051577
Peru,Fmsy,2021,4500000.399888607,3700445.670336874,2976004095.4635253
Peru,Fmsy,2022,4500000.071051716,3700445.399927332,2962862395.645185
Peru,Fmsy,2023,4500000.012624382,3700445.3518812973,2922666649.662173
Peru,Fmsy,2024,4500000.002243087,3700445.3433445385,2895622527.4236426
